CaseID,Activity,CompleteTimestamp,CumTimeInterval,NormalizedTime
1,Request For Payment SUBMITTED by EMPLOYEE,2017-01-09 09:17:18+00:00,0.0,0.0
1,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-09 09:18:00+00:00,42.0,7.327241825026827e-06
1,Request For Payment REJECTED by MISSING,2017-01-10 12:42:32+00:00,98714.0,0.017221460702754716
1,Request For Payment SUBMITTED by EMPLOYEE,2017-03-03 09:51:13+00:00,4581235.0,0.7992337310065898
1,Request For Payment APPROVED by PRE_APPROVER,2017-03-03 09:51:42+00:00,4581264.0,0.7992387902926119
1,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-06 08:55:50+00:00,4837112.0,0.8438735561604562
1,Request Payment,2017-03-08 11:22:42+00:00,5018724.0,0.875557247644427
1,Payment Handled,2017-03-16 17:31:12+00:00,5732034.0,0.9999999825541862
2,Request For Payment SUBMITTED by EMPLOYEE,2017-01-09 10:30:48+00:00,4410.0,0.0
2,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-09 10:31:42+00:00,4464.0,0.00018984397988919442
2,Request Payment,2017-01-10 10:52:03+00:00,92085.0,0.3082327951256504
2,Payment Handled,2017-01-12 17:31:32+00:00,288854.0,0.9999996484370743
3,Request For Payment SUBMITTED by EMPLOYEE,2017-01-09 11:41:36+00:00,8658.0,0.0
3,Request For Payment REJECTED by SUPERVISOR,2017-01-09 11:42:10+00:00,8692.0,0.00012134358758026968
3,Request For Payment REJECTED by EMPLOYEE,2017-01-09 15:56:52+00:00,23974.0,0.05466171727586502
3,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 10:02:52+00:00,89134.0,0.2872131339444054
3,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-10 10:03:15+00:00,89157.0,0.28729521931247437
3,Request Payment,2017-01-10 13:34:59+00:00,101861.0,0.3326348939189375
3,Payment Handled,2017-01-12 17:31:32+00:00,288854.0,0.9999996431070954
4,Request For Payment SUBMITTED by EMPLOYEE,2017-01-09 13:21:51+00:00,14673.0,0.0
4,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-09 13:23:17+00:00,14759.0,6.332953824938791e-06
4,Request For Payment REJECTED by MISSING,2017-01-10 15:34:19+00:00,109021.0,0.00694769217994564
4,Request For Payment SUBMITTED by EMPLOYEE,2017-06-12 12:03:33+00:00,13315575.0,0.9794650953027444
4,Request For Payment APPROVED by PRE_APPROVER,2017-06-12 12:04:02+00:00,13315604.0,0.9794672308336854
4,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-06-12 12:14:51+00:00,13316253.0,0.9795150225433642
4,Request Payment,2017-06-13 13:02:08+00:00,13405490.0,0.9860863458047138
4,Payment Handled,2017-06-15 17:31:12+00:00,13594434.0,0.9999999926361002
