CaseID,Activity,CompleteTimestamp,CumTimeInterval,NormalizedTime
1,,,,
1,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-09 09:18:00+00:00,42.0,0.0
1,,,,
1,Request For Payment SUBMITTED by EMPLOYEE,2017-03-03 09:51:13+00:00,4581235.0,0.7992322599328077
1,,,,
1,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-06 08:55:50+00:00,4837112.0,0.8438724121758647
1,,,,
1,Payment Handled,2017-03-16 17:31:12+00:00,5732034.0,0.9999999825540584
2,,,,
2,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-09 10:31:42+00:00,4464.0,0.0
2,,,,
2,Payment Handled,2017-01-12 17:31:32+00:00,288854.0,0.9999996483703196
3,,,,
3,Request For Payment REJECTED by SUPERVISOR,2017-01-09 11:42:10+00:00,8692.0,0.0
3,,,,
3,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 10:02:52+00:00,89134.0,0.8633978432763652
3,,,,
3,Request Payment,2017-01-10 13:34:59+00:00,101861.0,0.9999989266827736
3,,,,
4,,,,
4,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-09 13:23:17+00:00,14759.0,0.0
4,,,,
4,Request For Payment SUBMITTED by EMPLOYEE,2017-06-12 12:03:33+00:00,13315575.0,0.9794649652553176
4,,,,
4,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-06-12 12:14:51+00:00,13316253.0,0.9795148928121263
4,,,,
4,Payment Handled,2017-06-15 17:31:12+00:00,13594434.0,0.9999999926360535
5,,,,
5,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-09 13:26:22+00:00,14944.0,0.0
5,,,,
5,Request For Payment SUBMITTED by EMPLOYEE,2017-06-12 12:08:05+00:00,13315847.0,0.9794847157037215
5,,,,
5,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-06-12 12:13:06+00:00,13316148.0,0.9795068814844529
5,,,,
5,Payment Handled,2017-06-15 17:31:12+00:00,13594434.0,0.9999999926359533
6,,,,
6,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-10 14:57:53+00:00,106835.0,0.0
6,,,,
6,Payment Handled,2017-01-30 17:31:40+00:00,1844062.0,0.999999942437002
7,,,,
7,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-10 15:02:53+00:00,107135.0,0.0
7,,,,
7,Payment Handled,2017-01-30 17:31:40+00:00,1844062.0,0.9999999424270598
8,,,,
8,Request For Payment APPROVED by PRE_APPROVER,2017-01-10 15:19:04+00:00,108106.0,0.0
8,,,,
8,Request Payment,2017-01-10 15:30:50+00:00,108812.0,0.9998583770004248
8,,,,
9,,,,
9,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-11 09:54:26+00:00,175028.0,0.0
9,,,,
9,Payment Handled,2017-01-16 17:32:18+00:00,634500.0,0.999999782358929
10,,,,
10,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-11 11:48:51+00:00,181893.0,0.0
10,,,,
10,Payment Handled,2017-01-30 17:31:40+00:00,1844062.0,0.9999999398376495
11,,,,
11,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-12 09:08:56+00:00,258698.0,0.0
11,,,,
11,Payment Handled,2017-01-16 17:32:18+00:00,634500.0,0.9999997339024982
12,,,,
12,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-12 11:12:51+00:00,266133.0,0.0
12,,,,
12,Payment Handled,2017-01-16 17:32:18+00:00,634500.0,0.9999997285316741
13,,,,
13,Request For Payment APPROVED by PRE_APPROVER,2017-01-12 11:39:17+00:00,267719.0,0.0
13,,,,
13,Request Payment,2017-01-19 10:51:49+00:00,869671.0,0.9999998338738249
13,,,,
14,,,,
