CaseID,Activity,CompleteTimestamp,CumTimeInterval,NormalizedTime
1,Queued-Awaiting Assignment,2006-01-11 23:49:42,0.0,0.0
1,,,,
1,Accepted-Assigned,2012-03-15 19:56:17,194817995.0,0.9999952976844249
1,,,,
1,Completed-Closed,2012-03-15 20:11:33,194818911.0,0.9999999994867028
2,Accepted-In Progress,2006-11-07 18:00:36,25899054.0,0.0
2,,,,
2,Accepted-Wait,2009-12-02 22:24:32,122769290.0,0.5900915490725617
2,,,,
2,Accepted-In Progress,2012-01-20 18:23:24,190060422.0,0.9999999993908433
2,,,,
3,Accepted-In Progress,2007-03-20 17:06:25,37387003.0,0.0
3,,,,
3,Accepted-In Progress,2011-09-03 14:10:53,178035671.0,0.9223155102502222
3,,,,
3,Completed-Closed,2012-01-18 16:52:43,189882181.0,0.9999999993442416
4,Accepted-In Progress,2007-05-10 23:21:54,41815932.0,0.0
4,,,,
4,Accepted-In Progress,2011-09-03 14:10:59,178035677.0,0.9200036294217877
4,,,,
4,Completed-Closed,2012-01-18 16:21:10,189880288.0,0.999999999324618
5,Accepted-In Progress,2007-07-25 21:21:05,48375083.0,0.0
5,,,,
5,Queued-Awaiting Assignment,2010-08-25 18:13:01,145736599.0,0.6943450719937159
5,,,,
5,Accepted-Assigned,2011-11-15 00:10:25,184292443.0,0.9693105961332381
5,,,,
5,Completed-Closed,2012-01-03 19:31:53,188595731.0,0.9999999992868384
6,Accepted-In Progress,2008-05-08 01:58:51,73188549.0,0.0
6,,,,
6,Accepted-Wait,2009-12-02 22:24:34,122769292.0,0.42426424250811384
6,,,,
6,Accepted-In Progress,2011-09-02 07:27:55,177925093.0,0.8962344614940065
6,,,,
6,Completed-Closed,2012-01-20 15:53:35,190051433.0,0.9999999991442964
7,Accepted-In Progress,2008-06-04 19:02:18,75582756.0,0.0
7,,,,
7,Queued-Awaiting Assignment,2010-08-25 18:06:45,145736223.0,0.6197565417836733
7,,,,
7,Accepted-Assigned,2011-11-15 00:09:27,184292385.0,0.9603731163796385
7,,,,
7,Completed-Closed,2012-01-05 22:09:00,188777958.0,0.9999999991165703
8,Accepted-In Progress,2008-11-13 17:43:32,89574830.0,0.0
8,,,,
8,Accepted-In Progress,2012-01-30 19:12:05,190927343.0,0.9855780962293057
8,,,,
8,Accepted-In Progress,2012-02-16 23:09:17,192410375.0,0.9999994836418422
8,,,,
8,Accepted-In Progress,2012-02-16 23:10:10,192410428.0,0.9999999990275742
8,,,,
9,Accepted-In Progress,2008-11-13 19:01:04,89579482.0,0.0
9,,,,
9,Accepted-In Progress,2011-11-14 23:57:27,184291665.0,0.9442146205655029
9,,,,
9,Completed-Closed,2012-01-18 18:19:21,189887379.0,0.9999999990030696
10,Accepted-In Progress,2009-06-25 16:47:52,108925090.0,0.0
10,,,,
10,Completed-Closed,2012-03-28 20:12:08,195942146.0,0.9999999988508
11,Accepted-In Progress,2009-08-11 15:44:51,112982109.0,0.0
11,,,,
11,Accepted-Assigned,2009-08-11 19:01:25,112993903.0,0.00014795774015319193
11,,,,
11,Accepted-In Progress,2010-06-16 19:00:32,139691450.0,0.33507323514846493
11,,,,
11,Queued-Awaiting Assignment,2011-12-07 20:41:00,186267078.0,0.9193724266946519
11,,,,
11,Completed-Closed,2012-02-20 05:57:21,192694059.0,0.9999999987454831
12,Accepted-In Progress,2009-09-07 21:33:24,115335822.0,0.0
12,,,,
12,Completed-Closed,2012-04-30 19:21:43,198790321.0,0.9999999988017423
13,Queued-Awaiting Assignment,2009-09-17 05:42:12,116142750.0,0.0
13,,,,
13,Accepted-Wait,2009-09-28 18:26:30,117139008.0,0.011760417746798996
13,,,,
13,Queued-Awaiting Assignment,2010-04-08 19:11:51,133730529.0,0.20761652933113584
13,,,,
13,Accepted-Wait,2010-04-12 17:10:24,134068842.0,0.21161017576526514
13,,,,
13,Accepted-Wait,2012-05-24 17:02:19,200855557.0,0.999999998819541
13,,,,
14,Accepted-In Progress,2009-09-18 19:50:02,116280020.0,0.0
14,,,,
14,Completed-Closed,2012-03-13 19:53:35,194645033.0,0.9999999987239204
15,Accepted-In Progress,2009-09-21 21:13:43,116544241.0,0.0
15,,,,
16,Accepted-In Progress,2009-09-22 21:22:05,116631143.0,0.0
16,,,,
16,Completed-Closed,2012-05-24 17:57:49,200858887.0,0.9999999988127428
17,Accepted-In Progress,2009-09-23 18:52:27,116708565.0,0.0
17,,,,
17,Accepted-In Progress,2010-03-18 00:36:20,131849198.0,0.18663809433333103
17,,,,
17,Accepted-In Progress,2010-11-09 22:20:48,152317866.0,0.43895470415153576
17,,,,
17,Accepted-Assigned,2012-03-30 15:05:44,196096562.0,0.9786132768042262
17,,,,
17,Completed-Closed,2012-04-19 17:01:38,197831516.0,0.9999999987673033
18,Accepted-In Progress,2009-10-15 01:12:54,118545792.0,0.0
18,,,,
18,Accepted-In Progress,2011-09-02 07:22:08,177924746.0,0.8184641419091525
18,,,,
18,Completed-Closed,2012-02-01 17:46:57,191095035.0,0.9999999986216259
19,Accepted-Wait,2009-10-26 22:47:10,119573848.0,0.0
19,,,,
19,Queued-Awaiting Assignment,2010-03-02 21:44:22,130542880.0,0.14332458744051624
19,,,,
19,Accepted-Wait,2010-03-02 21:46:18,130542996.0,0.14332610313051908
19,,,,
19,Accepted-Assigned,2011-04-11 16:11:48,165514926.0,0.6002795917563717
19,,,,
19,Accepted-In Progress,2012-03-30 17:53:50,196106648.0,0.9999999986933708
19,,,,
20,Accepted-In Progress,2009-10-27 17:42:40,119641978.0,0.0
20,,,,
20,Queued-Awaiting Assignment,2010-03-02 21:43:43,130542841.0,0.1550030134963763
20,,,,
20,Accepted-In Progress,2010-03-03 16:04:11,130608869.0,0.15594188769148715
20,,,,
20,Accepted-Assigned,2011-04-11 16:12:04,165514942.0,0.6522830034659443
20,,,,
20,Completed-Closed,2012-01-19 16:55:41,189968759.0,0.9999999985780667
21,Accepted-In Progress,2009-10-30 21:49:04,119915962.0,0.0
21,,,,
21,Queued-Awaiting Assignment,2010-03-02 21:43:50,130542848.0,0.9999899218905111
21,,,,
21,Accepted-Wait,2010-03-02 21:45:37,130542955.0,0.9999999905900006
21,,,,
22,Accepted-In Progress,2009-11-04 16:07:28,120327466.0,0.0
22,,,,
22,Accepted-Assigned,2010-03-03 23:52:18,130636956.0,0.13558638444454693
22,,,,
22,Accepted-Assigned,2010-08-09 19:39:59,144359417.0,0.3160588299943561
22,,,,
22,Completed-Closed,2012-04-02 17:19:30,196363788.0,0.9999999986848391
23,Queued-Awaiting Assignment,2009-11-10 00:38:14,120790112.0,0.0
23,,,,
23,Accepted-Wait,2010-09-10 17:45:16,147117334.0,0.38769119420826437
23,,,,
23,Accepted-Wait,2012-01-04 23:53:26,188697824.0,0.9999999985274133
23,,,,
24,Accepted-In Progress,2009-11-12 21:41:27,121038705.0,0.0
24,,,,
24,Queued-Awaiting Assignment,2010-11-13 03:22:19,152595157.0,0.4203545721552086
24,,,,
24,Accepted-Assigned,2011-01-07 22:55:04,157417522.0,0.48459193243738646
24,,,,
24,Accepted-In Progress,2011-05-19 22:45:16,168821734.0,0.6365042150991792
24,,,,
24,Accepted-In Progress,2011-08-25 22:24:01,177287659.0,0.7492764076534336
24,,,,
24,Accepted-Assigned,2011-08-25 22:25:33,177287751.0,0.7492776331594138
24,,,,
24,Completed-Closed,2012-03-30 18:45:20,196109738.0,0.9999999986679283
25,Accepted-In Progress,2009-11-24 17:44:43,122061301.0,0.0
25,,,,
25,Accepted-In Progress,2010-03-14 21:40:26,131579444.0,0.14030091671179787
25,,,,
25,Completed-Closed,2012-01-18 22:26:41,189902219.0,0.9999999985259634
26,Unmatched-Unmatched,2009-12-04 20:10:14,122934032.0,0.0
26,,,,
26,Accepted-In Progress,2012-04-15 00:22:00,197425938.0,0.9999999986575724
26,,,,
