CaseID,Activity,time:timestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource
1,Creation,18.796956003547187,0.0,AB52,E
1,Letter,18.79839652280154,0.0,AB52,E
1,,,,,
1,StockEntry,18.8054778800616,0.0,AB52,E
1,InDelivery,18.8054778800616,0.0,AB52,E
1,NoteWorkshop,18.80566460935699,0.0,AB52,E
1,Completed,18.805712465077278,0.0,AB52,E
2,Creation,18.797007078261355,0.0,AB41,E
2,,,,,
2,,,,,
2,DeviceReceived,18.80049908057197,0.0,AB41,E
2,,,,,
2,StockEntry,18.80606573586787,0.0,AB41,E
2,,,,,
2,NoteWorkshop,18.806316075195802,0.0,AB41,E
2,Completed,18.80631645600607,0.0,AB41,E
3,Creation,18.805190712076673,0.0,AB47,G
3,Letter,18.806653246302705,0.0,AB47,G
3,,,,,
3,,,,,
3,,,,,
3,Completed,18.810459718764925,0.0,AB47,G
4,Creation,18.888665480354728,0.0,AB22,J
4,NoteHotline,18.888666563789275,0.0,AB22,J
4,DeviceReceived,18.890379783065235,0.0,AB22,J
4,InDelivery,18.89591082895293,0.0,AB22,J
4,NoteWorkshop,18.89616082502376,0.0,AB22,J
4,,,,,
5,,,,,
5,Letter,18.89160408763109,1.0,AB49,E
5,,,,,
5,NoteHotline,18.891835678941227,1.0,AB49,E
5,StockEntry,18.892682513086314,1.0,AB49,E
5,InDelivery,18.892682513086314,1.0,AB49,E
5,NoteWorkshop,18.89286105874833,1.0,AB49,E
5,Completed,18.892861376805218,1.0,AB49,E
6,,,,,
6,Letter,18.89214344573388,0.0,AB62,L
6,,,,,
6,,,,,
6,Transmission,18.895568420547836,0.0,AB62,L
6,Approved,18.895620893507083,0.0,AB62,L
6,NoteHotline,18.895620993014642,0.0,AB62,L
6,Completed,18.895633953789627,0.0,AB62,L
7,,,,,
7,NoteHotline,18.888727785327823,0.0,AB62,L
7,DeviceReceived,18.890206721640755,0.0,AB62,L
7,NoteWorkshop,18.891286729245266,0.0,AB62,L
7,,,,,
7,,,,,
8,Creation,18.88874153085157,0.0,AB29,E
8,NoteHotline,18.888746859930908,0.0,AB29,E
8,,,,,
8,StockEntry,18.89859315368298,0.0,AB29,E
8,,,,,
8,NoteWorkshop,18.898885495622388,0.0,AB29,E
8,Completed,18.89890286493671,0.0,AB29,E
9,,,,,
9,,,,,
9,,,,,
9,InDelivery,18.89160408763109,1.0,AB63,G
9,DeviceReceived,18.891846834777756,1.0,AB63,G
9,,,,,
9,,,,,
10,Creation,18.805196900385543,0.0,AB52,L
10,DeviceReceived,18.806317673237913,0.0,AB52,L
10,Letter,18.80899984242867,0.0,AB52,L
10,Transmission,18.81342931859425,0.0,AB52,L
10,InDelivery,18.81367657946909,0.0,AB52,L
10,,,,,
10,,,,,
10,Completed,18.814078911835992,0.0,AB52,L
11,Creation,18.888563024728647,1.0,AB20,G
11,,,,,
11,Letter,18.89106443846415,1.0,AB20,G
11,,,,,
11,,,,,
11,,,,,
11,Completed,18.89141529975619,1.0,AB20,G
12,Creation,18.88861348664196,0.0,AB62,E
12,Letter,18.893221290001698,0.0,AB62,E
12,DeviceReceived,18.893488151435825,0.0,AB62,E
12,,,,,
12,,,,,
12,,,,,
12,NoteWorkshop,18.899965284495433,0.0,AB62,E
12,,,,,
12,InDelivery,18.907128560871456,0.0,AB62,E
12,Completed,18.907357513164783,0.0,AB62,E
13,Creation,18.888631298331482,1.0,AB49,E
13,,,,,
13,,,,,
13,,,,,
13,,,,,
13,,,,,
14,,,,,
14,Letter,18.888902924860847,1.0,AB53,G
14,,,,,
14,,,,,
14,,,,,
14,Completed,18.889229102304892,1.0,AB53,G
15,,,,,
15,,,,,
15,DeviceReceived,18.88971216325513,0.0,AB50,L
15,NoteWorkshop,18.892427347086215,0.0,AB50,L
15,InDelivery,18.909781003788225,0.0,AB50,L
15,Completed,18.909964842134507,0.0,AB50,L
16,Creation,18.88857475576923,0.0,AB50,L
16,,,,,
16,NoteWorkshop,18.889700026387704,0.0,AB50,L
16,,,,,
16,,,,,
16,Completed,18.908379290637523,0.0,AB50,L
17,Creation,18.88857475576923,0.0,AB44,L
17,,,,,
17,DeviceReceived,18.889713358165558,0.0,AB44,L
17,,,,,
17,,,,,
18,,,,,
18,Letter,18.88944374143267,0.0,AB45,E
18,,,,,
18,,,,,
18,,,,,
18,Completed,18.89613066518844,0.0,AB45,E
19,,,,,
19,,,,,
19,,,,,
19,,,,,
19,InDelivery,18.808413709430877,0.0,AB36,
19,,,,,
19,Completed,18.80875486162908,0.0,AB36,
20,,,,,
20,DeviceReceived,18.892428819516486,0.0,AB61,E
20,,,,,
20,NoteHotline,18.897245551514903,0.0,AB61,E
20,,,,,
20,,,,,
20,,,,,
21,Creation,18.889118735727127,0.0,AB52,L
21,,,,,
21,,,,,
21,Transmission,18.902668698437925,0.0,AB52,L
21,InDelivery,18.90286996389656,0.0,AB52,L
21,,,,,
21,NoteHotline,18.903057046275308,0.0,AB52,L
21,Completed,18.903068713455475,0.0,AB52,L
22,,,,,
22,DeviceReceived,18.90315535498533,0.0,AB62,E
22,,,,,
22,NoteWorkshop,18.911087383953546,0.0,AB62,E
22,,,,,
22,,,,,
22,StockEntry,18.92502796007849,0.0,AB62,E
22,,,,,
22,,,,,
23,Creation,18.889137734018103,1.0,AB16,E
23,NoteHotline,18.889138610372076,1.0,AB16,E
23,Letter,18.89106443846415,1.0,AB16,E
23,DeviceReceived,18.891349170921117,1.0,AB16,E
23,StockEntry,18.89160408763109,1.0,AB16,E
23,InDelivery,18.89160408763109,1.0,AB16,E
23,,,,,
24,,,,,
24,DeviceReceived,18.889706551536282,0.0,AB36,E
24,StockEntry,18.89591082895293,0.0,AB36,E
24,InDelivery,18.89591082895293,0.0,AB36,E
24,,,,,
24,Completed,18.896133934827077,0.0,AB36,E
25,Creation,18.889171160118465,0.0,AB62,L
25,DeviceReceived,18.89293120343356,0.0,AB62,L
25,,,,,
25,Transmission,18.895566299679334,0.0,AB62,L
25,Approved,18.89627714818507,0.0,AB62,L
25,NoteHotline,18.89627722276678,0.0,AB62,L
25,,,,,
25,Completed,18.89662483118675,0.0,AB62,L
26,Creation,18.889108895284274,0.0,AB29,L
26,DeviceReceived,18.89354026001842,0.0,AB29,L
26,,,,,
26,InDelivery,18.896447869797015,0.0,AB29,L
26,Transmission,18.8966386363379,0.0,AB29,L
26,Approved,18.896723500902,0.0,AB29,L
26,,,,,
26,Completed,18.896736664825678,0.0,AB29,L
27,Creation,18.889130266199167,1.0,AB34,L
27,,,,,
27,,,,,
27,,,,,
28,Creation,18.889133396054632,0.0,AB25,E
28,DeviceReceived,18.889695115293815,0.0,AB25,E
28,NoteHotline,18.89235395991221,0.0,AB25,E
28,,,,,
28,,,,,
