CaseID,Activity,time:timestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource
1,,,,,
1,Letter,18.79839652280154,0.0,AB52,E
1,,,,,
1,StockEntry,18.8054778800616,0.0,AB52,E
1,,,,,
1,NoteWorkshop,18.80566460935699,0.0,AB52,E
1,,,,,
2,,,,,
2,NoteHotline,18.797007442041792,0.0,AB41,E
2,,,,,
2,DeviceReceived,18.80049908057197,0.0,AB41,E
2,,,,,
2,StockEntry,18.80606573586787,0.0,AB41,E
2,,,,,
2,NoteWorkshop,18.806316075195802,0.0,AB41,E
2,,,,,
3,,,,,
3,Letter,18.806653246302705,0.0,AB47,G
3,,,,,
3,NoteWorkshop,18.809813183886742,0.0,AB47,G
3,,,,,
3,Completed,18.810459718764925,0.0,AB47,G
4,,,,,
4,NoteHotline,18.888666563789275,0.0,AB22,J
4,,,,,
4,InDelivery,18.89591082895293,0.0,AB22,J
4,,,,,
4,Completed,18.896166400639775,0.0,AB22,J
5,,,,,
5,Letter,18.89160408763109,1.0,AB49,E
5,,,,,
5,NoteHotline,18.891835678941227,1.0,AB49,E
5,,,,,
5,InDelivery,18.892682513086314,1.0,AB49,E
5,,,,,
5,Completed,18.892861376805218,1.0,AB49,E
6,,,,,
6,Letter,18.89214344573388,0.0,AB62,L
6,,,,,
6,InDelivery,18.895373499540998,0.0,AB62,L
6,,,,,
6,Approved,18.895620893507083,0.0,AB62,L
6,,,,,
6,Completed,18.895633953789627,0.0,AB62,L
7,,,,,
7,NoteHotline,18.888727785327823,0.0,AB62,L
7,,,,,
7,NoteWorkshop,18.891286729245266,0.0,AB62,L
7,,,,,
7,Completed,18.908418778638357,0.0,AB62,L
8,,,,,
8,NoteHotline,18.888746859930908,0.0,AB29,E
8,,,,,
8,StockEntry,18.89859315368298,0.0,AB29,E
8,,,,,
8,NoteWorkshop,18.898885495622388,0.0,AB29,E
8,,,,,
9,,,,,
9,NoteHotline,18.88858115673815,1.0,AB63,G
9,,,,,
9,InDelivery,18.89160408763109,1.0,AB63,G
9,,,,,
9,NoteWorkshop,18.891862241738515,1.0,AB63,G
9,,,,,
10,,,,,
10,DeviceReceived,18.806317673237913,0.0,AB52,L
10,,,,,
10,Transmission,18.81342931859425,0.0,AB52,L
10,,,,,
10,Approved,18.814064498857963,0.0,AB52,L
10,,,,,
10,Completed,18.814078911835992,0.0,AB52,L
11,,,,,
11,NoteHotline,18.888563851480274,1.0,AB20,G
11,,,,,
11,InDelivery,18.89106443846415,1.0,AB20,G
11,,,,,
11,NoteWorkshop,18.891384696664367,1.0,AB20,G
11,,,,,
12,,,,,
12,Letter,18.893221290001698,0.0,AB62,E
12,,,,,
12,Transmission,18.899399386905685,0.0,AB62,E
12,,,,,
12,NoteHotline,18.899949481716295,0.0,AB62,E
12,,,,,
12,StockEntry,18.907128560871456,0.0,AB62,E
12,,,,,
12,Completed,18.907357513164783,0.0,AB62,E
13,,,,,
13,NoteHotline,18.888632450694278,1.0,AB49,E
13,,,,,
13,InDelivery,18.89160408763109,1.0,AB49,E
13,,,,,
13,Completed,18.891796048807734,1.0,AB49,E
14,,,,,
14,Letter,18.888902924860847,1.0,AB53,G
14,,,,,
14,DeviceReceived,18.8892116079616,1.0,AB53,G
14,,,,,
14,Completed,18.889229102304892,1.0,AB53,G
15,,,,,
15,Letter,18.88944374143267,0.0,AB50,L
15,,,,,
15,NoteWorkshop,18.892427347086215,0.0,AB50,L
15,,,,,
15,Completed,18.909964842134507,0.0,AB50,L
16,,,,,
16,Letter,18.88944374143267,0.0,AB50,L
16,,,,,
16,DeviceReceived,18.88970103988433,0.0,AB50,L
16,,,,,
16,Completed,18.908379290637523,0.0,AB50,L
17,,,,,
17,Letter,18.88944374143267,0.0,AB44,L
17,,,,,
17,InDelivery,18.892682513086314,0.0,AB44,L
17,,,,,
18,,,,,
18,Letter,18.88944374143267,0.0,AB45,E
18,,,,,
18,StockEntry,18.89591082895293,0.0,AB45,E
18,,,,,
18,Completed,18.89613066518844,0.0,AB45,E
19,,,,,
19,Creation,18.80516162174638,0.0,AB36,
19,,,,,
19,NoteHotline,18.805161962148304,0.0,AB36,
19,,,,,
19,NoteWorkshop,18.808754488529875,0.0,AB36,
19,,,,,
20,,,,,
20,DeviceReceived,18.892428819516486,0.0,AB61,E
20,,,,,
20,NoteHotline,18.897245551514903,0.0,AB61,E
20,,,,,
20,InDelivery,18.907128560871456,0.0,AB61,E
20,,,,,
21,,,,,
21,Letter,18.899664072249504,0.0,AB52,L
21,,,,,
21,Transmission,18.902668698437925,0.0,AB52,L
21,,,,,
21,Approved,18.90305699689013,0.0,AB52,L
21,,,,,
21,Completed,18.903068713455475,0.0,AB52,L
22,,,,,
22,DeviceReceived,18.90315535498533,0.0,AB62,E
22,,,,,
22,NoteWorkshop,18.911087383953546,0.0,AB62,E
22,,,,,
22,NoteHotline,18.91164006095468,0.0,AB62,E
22,,,,,
22,InDelivery,18.92502796007849,0.0,AB62,E
22,,,,,
23,,,,,
23,NoteHotline,18.889138610372076,1.0,AB16,E
23,,,,,
23,DeviceReceived,18.891349170921117,1.0,AB16,E
23,,,,,
23,InDelivery,18.89160408763109,1.0,AB16,E
23,,,,,
24,,,,,
24,DeviceReceived,18.889706551536282,0.0,AB36,E
24,,,,,
24,InDelivery,18.89591082895293,0.0,AB36,E
24,,,,,
24,Completed,18.896133934827077,0.0,AB36,E
25,,,,,
25,DeviceReceived,18.89293120343356,0.0,AB62,L
25,,,,,
25,Transmission,18.895566299679334,0.0,AB62,L
25,,,,,
25,NoteHotline,18.89627722276678,0.0,AB62,L
25,,,,,
25,Completed,18.89662483118675,0.0,AB62,L
26,,,,,
26,DeviceReceived,18.89354026001842,0.0,AB29,L
26,,,,,
26,InDelivery,18.896447869797015,0.0,AB29,L
26,,,,,
26,Approved,18.896723500902,0.0,AB29,L
26,,,,,
26,Completed,18.896736664825678,0.0,AB29,L
27,,,,,
27,DeviceReceived,18.892369178116887,1.0,AB34,L
27,,,,,
27,Completed,18.893484343370506,1.0,AB34,L
28,,,,,
28,DeviceReceived,18.889695115293815,0.0,AB25,E
28,,,,,
28,InDelivery,18.893221290001698,0.0,AB25,E
28,,,,,
29,,,,,
29,DeviceReceived,18.89187213003559,0.0,AB40,L
29,,,,,
29,InDelivery,18.894835881250938,0.0,AB40,L
29,,,,,
30,,,,,
30,Letter,18.893221290001698,0.0,AB52,L
30,,,,,
30,Transmission,18.895686572561914,0.0,AB52,L
30,,,,,
30,Approved,18.897189146215666,0.0,AB52,L
30,,,,,
30,Completed,18.8972022915923,0.0,AB52,L
31,,,,,
31,Letter,18.892682513086314,0.0,AB62,E
31,,,,,
31,Transmission,18.898944464519715,0.0,AB62,E
31,,,,,
31,NoteHotline,18.898971074699904,0.0,AB62,E
31,,,,,
31,StockEntry,18.907128560871456,0.0,AB62,E
31,,,,,
31,Completed,18.907320140793118,0.0,AB62,E
32,,,,,
32,Letter,18.89698462238303,1.0,AB8,E
32,,,,,
32,InDelivery,18.89859315368298,1.0,AB8,E
32,,,,,
32,NoteWorkshop,18.898802196827134,1.0,AB8,E
32,,,,,
33,,,,,
33,Letter,18.89106443846415,1.0,AB41,E
33,,,,,
33,StockEntry,18.89160408763109,1.0,AB41,E
33,,,,,
33,NoteWorkshop,18.891818760787135,1.0,AB41,E
33,,,,,
34,,,,,
34,DeviceReceived,18.806858249716228,0.0,AB61,L
34,,,,,
34,InDelivery,18.81309318205916,0.0,AB61,L
34,,,,,
34,NoteHotline,18.96875115116151,0.0,AB61,L
35,,,,,
35,DeviceReceived,18.892377538983574,0.0,AC68,E
35,,,,,
35,NoteWorkshop,18.895692393355173,0.0,AC68,E
35,,,,,
35,Approved,18.895716192335836,0.0,AC68,E
35,,,,,
35,Completed,18.895718424821556,0.0,AC68,E
35,,,,,
36,,,,,
36,DeviceReceived,18.89353802889686,0.0,AB49,L
36,,,,,
36,Approved,18.896780541249115,0.0,AB49,L
36,,,,,
36,InDelivery,18.89698462238303,0.0,AB49,L
36,,,,,
37,,,,,
37,Approved,18.88925925194503,0.0,AB49,E
37,,,,,
37,DeviceReceived,18.89614154943836,0.0,AB49,E
37,,,,,
37,InDelivery,18.906597226987458,0.0,AB49,E
37,,,,,
37,NoteWorkshop,18.906909862609513,0.0,AB49,E
38,,,,,
38,DeviceReceived,18.893940690637,1.0,AB38,L
38,,,,,
38,InDelivery,18.89591082895293,1.0,AB38,L
38,,,,,
38,Approved,18.89612587881602,1.0,AB38,L
38,,,,,
38,Completed,18.896134842367466,1.0,AB38,L
39,,,,,
39,InDelivery,18.888902924860847,1.0,AB36,
39,,,,,
39,DeviceReceived,18.88917166713498,1.0,AB36,
39,,,,,
39,Completed,18.88921931302135,1.0,AB36,
40,,,,,
40,Creation,18.889167573438737,1.0,AB53,
40,,,,,
40,NoteWorkshop,18.889170496614984,1.0,AB53,
40,,,,,
40,Completed,18.889630493061464,1.0,AB53,
41,,,,,
41,Creation,18.889261661623774,1.0,AB52,
41,,,,,
41,StockEntry,18.88944374143267,1.0,AB52,
41,,,,,
41,NoteWorkshop,18.889647973821756,1.0,AB52,
41,,,,,
42,,,,,
42,DeviceReceived,18.80694600905339,0.0,AB52,L
42,,,,,
42,StatusRequest,18.809998922551213,0.0,AB52,L
42,,,,,
42,InDelivery,18.814259636724916,0.0,AB52,L
42,,,,,
42,NoteHotline,18.814458776806177,0.0,AB52,L
42,,,,,
43,,,,,
43,DeviceReceived,18.89354683494266,0.0,AB61,L
43,,,,,
43,Transmission,18.89675422680799,0.0,AB61,L
43,,,,,
43,Approved,18.902560694674683,0.0,AB61,L
43,,,,,
43,NoteHotline,18.902567729355436,0.0,AB61,L
44,,,,,
