CaseID,Activity,CompleteTimestamp,CumTimeInterval,NormalizedTime
1,Activity A,1970-01-01 09:00:00,0.0,0.0
1,,,,
1,Activity C,1970-01-01 10:00:00,3600.0,0.16666589506530063
1,Activity B,1970-01-01 11:00:00,7200.0,0.33333179013060127
1,Activity E,1970-01-01 12:00:00,10800.0,0.49999768519590193
1,Activity H,1970-01-01 13:00:00,14400.0,0.6666635802612025
1,,,,
1,Activity J,1970-01-01 15:00:00,21600.0,0.9999953703918039
2,,,,
2,,,,
2,Activity D,1970-01-01 10:00:00,3600.0,0.0
2,,,,
2,,,,
2,Activity I,1970-01-01 13:00:00,14400.0,0.7499947917028353
2,Activity F,1970-01-01 14:00:00,18000.0,0.9999930556037805
2,,,,
3,,,,
3,Activity D,1970-01-01 10:00:00,3600.0,0.0
3,,,,
3,,,,
3,Activity E,1970-01-01 12:00:00,10800.0,0.3999977777901234
3,,,,
3,Activity F,1970-01-01 14:00:00,18000.0,0.7999955555802468
3,Activity J,1970-01-01 15:00:00,21600.0,0.9999944444753085
4,,,,
4,Activity D,1970-01-01 10:00:00,3600.0,0.0
4,,,,
4,,,,
4,Activity E,1970-01-01 12:00:00,10800.0,0.3999977777901234
4,,,,
4,,,,
4,Activity J,1970-01-01 15:00:00,21600.0,0.9999944444753085
5,,,,
5,Activity D,1970-01-01 10:00:00,3600.0,0.0
5,,,,
5,,,,
5,,,,
5,Activity H,1970-01-01 13:00:00,14400.0,0.5999966666851851
5,,,,
5,Activity J,1970-01-01 15:00:00,21600.0,0.9999944444753085
6,Activity A,1970-01-01 09:00:00,0.0,0.0
6,Activity C,1970-01-01 10:00:00,3600.0,0.16666589506530063
6,Activity D,1970-01-01 10:00:00,3600.0,0.16666589506530063
6,Activity B,1970-01-01 11:00:00,7200.0,0.33333179013060127
6,,,,
6,Activity H,1970-01-01 13:00:00,14400.0,0.6666635802612025
6,Activity F,1970-01-01 14:00:00,18000.0,0.8333294753265031
6,Activity J,1970-01-01 15:00:00,21600.0,0.9999953703918039
7,,,,
7,Activity C,1970-01-01 10:00:00,3600.0,0.0
7,,,,
7,Activity B,1970-01-01 11:00:00,7200.0,0.1999988888950617
7,Activity E,1970-01-01 12:00:00,10800.0,0.3999977777901234
7,,,,
7,,,,
7,Activity J,1970-01-01 15:00:00,21600.0,0.9999944444753085
8,Activity A,1970-01-01 09:00:00,0.0,0.0
8,,,,
8,,,,
8,Activity B,1970-01-01 11:00:00,7200.0,0.3999977777901234
8,,,,
8,Activity G,1970-01-01 13:00:00,14400.0,0.7999955555802468
8,Activity F,1970-01-01 14:00:00,18000.0,0.9999944444753085
8,,,,
9,,,,
