CaseID,Activity,CompleteTimestamp,CumTimeInterval
1,Activity A,1970-01-01 09:00:00,0.0
1,,,
1,Activity C,1970-01-01 10:00:00,3600.0
1,,,
1,Activity E,1970-01-01 12:00:00,10800.0
1,,,
1,Activity F,1970-01-01 14:00:00,18000.0
1,,,
2,Activity A,1970-01-01 09:00:00,0.0
2,,,
2,Activity D,1970-01-01 10:00:00,3600.0
2,,,
2,Activity E,1970-01-01 12:00:00,10800.0
2,,,
2,Activity F,1970-01-01 14:00:00,18000.0
2,,,
3,Activity A,1970-01-01 09:00:00,0.0
3,,,
3,Activity C,1970-01-01 10:00:00,3600.0
3,,,
3,Activity E,1970-01-01 12:00:00,10800.0
3,,,
3,Activity F,1970-01-01 14:00:00,18000.0
3,,,
4,Activity A,1970-01-01 09:00:00,0.0
4,,,
4,Activity C,1970-01-01 10:00:00,3600.0
4,,,
4,Activity E,1970-01-01 12:00:00,10800.0
4,,,
4,Activity F,1970-01-01 14:00:00,18000.0
4,,,
5,Activity A,1970-01-01 09:00:00,0.0
5,,,
5,Activity C,1970-01-01 10:00:00,3600.0
5,,,
5,Activity E,1970-01-01 12:00:00,10800.0
5,,,
5,Activity F,1970-01-01 14:00:00,18000.0
5,,,
6,Activity A,1970-01-01 09:00:00,0.0
6,,,
6,Activity D,1970-01-01 10:00:00,3600.0
6,,,
6,Activity E,1970-01-01 12:00:00,10800.0
6,,,
6,Activity F,1970-01-01 14:00:00,18000.0
6,,,
7,Activity A,1970-01-01 09:00:00,0.0
7,,,
7,Activity D,1970-01-01 10:00:00,3600.0
7,,,
7,Activity E,1970-01-01 12:00:00,10800.0
7,,,
7,Activity F,1970-01-01 14:00:00,18000.0
7,,,
8,Activity A,1970-01-01 09:00:00,0.0
8,,,
8,Activity D,1970-01-01 10:00:00,3600.0
8,,,
8,Activity E,1970-01-01 12:00:00,10800.0
8,,,
8,Activity F,1970-01-01 14:00:00,18000.0
8,,,
9,Activity A,1970-01-01 09:00:00,0.0
9,,,
9,Activity C,1970-01-01 10:00:00,3600.0
9,,,
9,Activity E,1970-01-01 12:00:00,10800.0
9,,,
9,Activity F,1970-01-01 14:00:00,18000.0
9,,,
10,Activity A,1970-01-01 09:00:00,0.0
10,,,
10,Activity C,1970-01-01 10:00:00,3600.0
10,,,
10,Activity E,1970-01-01 12:00:00,10800.0
10,,,
10,Activity F,1970-01-01 14:00:00,18000.0
10,,,
11,Activity A,1970-01-01 09:00:00,0.0
11,,,
11,Activity C,1970-01-01 10:00:00,3600.0
11,,,
11,Activity E,1970-01-01 12:00:00,10800.0
11,,,
11,Activity F,1970-01-01 14:00:00,18000.0
11,,,
12,Activity A,1970-01-01 09:00:00,0.0
12,,,
12,Activity D,1970-01-01 10:00:00,3600.0
12,,,
12,Activity E,1970-01-01 12:00:00,10800.0
12,,,
12,Activity F,1970-01-01 14:00:00,18000.0
12,,,
13,Activity A,1970-01-01 09:00:00,0.0
13,,,
13,Activity D,1970-01-01 10:00:00,3600.0
13,,,
13,Activity E,1970-01-01 12:00:00,10800.0
13,,,
13,Activity F,1970-01-01 14:00:00,18000.0
13,,,
14,Activity A,1970-01-01 09:00:00,0.0
14,,,
14,Activity D,1970-01-01 10:00:00,3600.0
14,,,
14,Activity E,1970-01-01 12:00:00,10800.0
14,,,
14,Activity F,1970-01-01 14:00:00,18000.0
14,,,
15,Activity A,1970-01-01 09:00:00,0.0
15,,,
15,Activity C,1970-01-01 10:00:00,3600.0
15,,,
15,Activity E,1970-01-01 12:00:00,10800.0
15,,,
15,Activity F,1970-01-01 14:00:00,18000.0
15,,,
16,Activity A,1970-01-01 09:00:00,0.0
16,,,
16,Activity C,1970-01-01 10:00:00,3600.0
16,,,
16,Activity E,1970-01-01 12:00:00,10800.0
16,,,
16,Activity F,1970-01-01 14:00:00,18000.0
16,,,
17,Activity A,1970-01-01 09:00:00,0.0
17,,,
17,Activity D,1970-01-01 10:00:00,3600.0
17,,,
17,Activity E,1970-01-01 12:00:00,10800.0
17,,,
17,Activity F,1970-01-01 14:00:00,18000.0
17,,,
18,Activity A,1970-01-01 09:00:00,0.0
18,,,
18,Activity D,1970-01-01 10:00:00,3600.0
18,,,
18,Activity E,1970-01-01 12:00:00,10800.0
18,,,
18,Activity F,1970-01-01 14:00:00,18000.0
18,,,
19,Activity A,1970-01-01 09:00:00,0.0
19,,,
19,Activity C,1970-01-01 10:00:00,3600.0
19,,,
19,Activity E,1970-01-01 12:00:00,10800.0
19,,,
19,Activity F,1970-01-01 14:00:00,18000.0
19,,,
20,Activity A,1970-01-01 09:00:00,0.0
20,,,
20,Activity D,1970-01-01 10:00:00,3600.0
20,,,
20,Activity E,1970-01-01 12:00:00,10800.0
20,,,
20,Activity F,1970-01-01 14:00:00,18000.0
20,,,
21,Activity A,1970-01-01 09:00:00,0.0
21,,,
21,Activity D,1970-01-01 10:00:00,3600.0
21,,,
21,Activity E,1970-01-01 12:00:00,10800.0
21,,,
21,Activity F,1970-01-01 14:00:00,18000.0
21,,,
22,Activity A,1970-01-01 09:00:00,0.0
22,,,
22,Activity D,1970-01-01 10:00:00,3600.0
22,,,
22,Activity E,1970-01-01 12:00:00,10800.0
22,,,
22,Activity F,1970-01-01 14:00:00,18000.0
22,,,
23,Activity A,1970-01-01 09:00:00,0.0
23,,,
23,Activity D,1970-01-01 10:00:00,3600.0
23,,,
23,Activity E,1970-01-01 12:00:00,10800.0
23,,,
23,Activity F,1970-01-01 14:00:00,18000.0
23,,,
24,Activity A,1970-01-01 09:00:00,0.0
24,,,
24,Activity C,1970-01-01 10:00:00,3600.0
24,,,
24,Activity E,1970-01-01 12:00:00,10800.0
24,,,
24,Activity F,1970-01-01 14:00:00,18000.0
24,,,
25,Activity A,1970-01-01 09:00:00,0.0
25,,,
25,Activity C,1970-01-01 10:00:00,3600.0
25,,,
25,Activity E,1970-01-01 12:00:00,10800.0
25,,,
25,Activity F,1970-01-01 14:00:00,18000.0
25,,,
26,Activity A,1970-01-01 09:00:00,0.0
26,,,
26,Activity C,1970-01-01 10:00:00,3600.0
26,,,
26,Activity E,1970-01-01 12:00:00,10800.0
26,,,
26,Activity F,1970-01-01 14:00:00,18000.0
26,,,
27,Activity A,1970-01-01 09:00:00,0.0
27,,,
27,Activity C,1970-01-01 10:00:00,3600.0
27,,,
27,Activity E,1970-01-01 12:00:00,10800.0
27,,,
27,Activity F,1970-01-01 14:00:00,18000.0
27,,,
28,Activity A,1970-01-01 09:00:00,0.0
28,,,
28,Activity D,1970-01-01 10:00:00,3600.0
28,,,
28,Activity E,1970-01-01 12:00:00,10800.0
28,,,
28,Activity F,1970-01-01 14:00:00,18000.0
28,,,
29,Activity A,1970-01-01 09:00:00,0.0
29,,,
29,Activity C,1970-01-01 10:00:00,3600.0
29,,,
