CaseID,Activity,time:timestamp
1,Activity A,0.0
1,,
1,Activity C,8.1886891244442
1,,
1,Activity E,9.287301413112312
1,,
1,Activity F,9.798127036878302
1,,
2,Activity A,0.0
2,,
2,Activity D,8.1886891244442
2,,
2,Activity E,9.287301413112312
2,,
2,Activity F,9.798127036878302
2,,
3,Activity A,0.0
3,,
3,Activity C,8.1886891244442
3,,
3,Activity E,9.287301413112312
3,,
3,Activity F,9.798127036878302
3,,
4,Activity A,0.0
4,,
4,Activity C,8.1886891244442
4,,
4,Activity E,9.287301413112312
4,,
4,Activity F,9.798127036878302
4,,
5,Activity A,0.0
5,,
5,Activity C,8.1886891244442
5,,
5,Activity E,9.287301413112312
5,,
5,Activity F,9.798127036878302
5,,
6,Activity A,0.0
6,,
6,Activity D,8.1886891244442
6,,
6,Activity E,9.287301413112312
6,,
6,Activity F,9.798127036878302
6,,
7,Activity A,0.0
7,,
7,Activity D,8.1886891244442
7,,
7,Activity E,9.287301413112312
7,,
7,Activity F,9.798127036878302
7,,
8,Activity A,0.0
8,,
8,Activity D,8.1886891244442
8,,
8,Activity E,9.287301413112312
8,,
8,Activity F,9.798127036878302
8,,
9,Activity A,0.0
9,,
9,Activity C,8.1886891244442
9,,
9,Activity E,9.287301413112312
9,,
9,Activity F,9.798127036878302
9,,
10,Activity A,0.0
10,,
10,Activity C,8.1886891244442
10,,
10,Activity E,9.287301413112312
10,,
10,Activity F,9.798127036878302
10,,
11,Activity A,0.0
11,,
11,Activity C,8.1886891244442
11,,
11,Activity E,9.287301413112312
11,,
11,Activity F,9.798127036878302
11,,
12,Activity A,0.0
12,,
12,Activity D,8.1886891244442
12,,
12,Activity E,9.287301413112312
12,,
12,Activity F,9.798127036878302
12,,
13,Activity A,0.0
13,,
13,Activity D,8.1886891244442
13,,
13,Activity E,9.287301413112312
13,,
13,Activity F,9.798127036878302
13,,
14,Activity A,0.0
14,,
14,Activity D,8.1886891244442
14,,
14,Activity E,9.287301413112312
14,,
14,Activity F,9.798127036878302
14,,
15,Activity A,0.0
15,,
15,Activity C,8.1886891244442
15,,
15,Activity E,9.287301413112312
15,,
15,Activity F,9.798127036878302
15,,
16,Activity A,0.0
16,,
16,Activity C,8.1886891244442
16,,
16,Activity E,9.287301413112312
16,,
16,Activity F,9.798127036878302
16,,
17,Activity A,0.0
17,,
17,Activity D,8.1886891244442
17,,
17,Activity E,9.287301413112312
17,,
17,Activity F,9.798127036878302
17,,
18,Activity A,0.0
18,,
18,Activity D,8.1886891244442
18,,
18,Activity E,9.287301413112312
18,,
18,Activity F,9.798127036878302
18,,
19,Activity A,0.0
19,,
19,Activity C,8.1886891244442
19,,
19,Activity E,9.287301413112312
19,,
19,Activity F,9.798127036878302
19,,
20,Activity A,0.0
20,,
20,Activity D,8.1886891244442
20,,
20,Activity E,9.287301413112312
20,,
20,Activity F,9.798127036878302
20,,
21,Activity A,0.0
21,,
21,Activity D,8.1886891244442
21,,
21,Activity E,9.287301413112312
21,,
21,Activity F,9.798127036878302
21,,
22,Activity A,0.0
22,,
22,Activity D,8.1886891244442
22,,
22,Activity E,9.287301413112312
22,,
22,Activity F,9.798127036878302
22,,
23,Activity A,0.0
23,,
23,Activity D,8.1886891244442
23,,
23,Activity E,9.287301413112312
23,,
23,Activity F,9.798127036878302
23,,
24,Activity A,0.0
24,,
24,Activity C,8.1886891244442
24,,
24,Activity E,9.287301413112312
24,,
24,Activity F,9.798127036878302
24,,
25,Activity A,0.0
25,,
25,Activity C,8.1886891244442
25,,
25,Activity E,9.287301413112312
25,,
25,Activity F,9.798127036878302
25,,
26,Activity A,0.0
26,,
26,Activity C,8.1886891244442
26,,
26,Activity E,9.287301413112312
26,,
26,Activity F,9.798127036878302
26,,
27,Activity A,0.0
27,,
27,Activity C,8.1886891244442
27,,
27,Activity E,9.287301413112312
27,,
27,Activity F,9.798127036878302
27,,
28,Activity A,0.0
28,,
28,Activity D,8.1886891244442
28,,
28,Activity E,9.287301413112312
28,,
28,Activity F,9.798127036878302
28,,
29,Activity A,0.0
29,,
29,Activity C,8.1886891244442
29,,
29,Activity E,9.287301413112312
29,,
29,Activity F,9.798127036878302
29,,
30,Activity A,0.0
30,,
30,Activity D,8.1886891244442
30,,
30,Activity E,9.287301413112312
30,,
30,Activity F,9.798127036878302
30,,
31,Activity A,0.0
31,,
31,Activity D,8.1886891244442
31,,
31,Activity E,9.287301413112312
31,,
31,Activity F,9.798127036878302
31,,
32,Activity A,0.0
32,,
32,Activity C,8.1886891244442
32,,
32,Activity E,9.287301413112312
32,,
32,Activity F,9.798127036878302
32,,
33,Activity A,0.0
33,,
33,Activity D,8.1886891244442
33,,
33,Activity E,9.287301413112312
33,,
33,Activity F,9.798127036878302
33,,
34,Activity A,0.0
34,,
34,Activity D,8.1886891244442
34,,
34,Activity E,9.287301413112312
34,,
34,Activity F,9.798127036878302
34,,
35,Activity A,0.0
35,,
35,Activity D,8.1886891244442
35,,
35,Activity E,9.287301413112312
35,,
35,Activity F,9.798127036878302
35,,
36,Activity A,0.0
36,,
36,Activity D,8.1886891244442
36,,
36,Activity E,9.287301413112312
36,,
36,Activity F,9.798127036878302
36,,
37,Activity A,0.0
37,,
37,Activity C,8.1886891244442
37,,
37,Activity E,9.287301413112312
37,,
37,Activity F,9.798127036878302
37,,
38,Activity A,0.0
38,,
38,Activity C,8.1886891244442
38,,
38,Activity E,9.287301413112312
38,,
38,Activity F,9.798127036878302
38,,
39,Activity A,0.0
39,,
39,Activity D,8.1886891244442
39,,
39,Activity E,9.287301413112312
39,,
39,Activity F,9.798127036878302
39,,
40,Activity A,0.0
40,,
40,Activity D,8.1886891244442
40,,
40,Activity E,9.287301413112312
40,,
40,Activity F,9.798127036878302
40,,
41,Activity A,0.0
41,,
41,Activity D,8.1886891244442
41,,
41,Activity E,9.287301413112312
41,,
41,Activity F,9.798127036878302
41,,
42,Activity A,0.0
42,,
42,Activity D,8.1886891244442
42,,
42,Activity E,9.287301413112312
42,,
42,Activity F,9.798127036878302
42,,
43,Activity A,0.0
43,,
43,Activity D,8.1886891244442
43,,
43,Activity E,9.287301413112312
43,,
43,Activity F,9.798127036878302
43,,
44,Activity A,0.0
44,,
44,Activity C,8.1886891244442
44,,
44,Activity E,9.287301413112312
44,,
44,Activity F,9.798127036878302
44,,
45,Activity A,0.0
45,,
45,Activity D,8.1886891244442
45,,
45,Activity E,9.287301413112312
45,,
45,Activity F,9.798127036878302
45,,
46,Activity A,0.0
46,,
46,Activity D,8.1886891244442
46,,
46,Activity E,9.287301413112312
46,,
46,Activity F,9.798127036878302
46,,
47,Activity A,0.0
47,,
47,Activity D,8.1886891244442
47,,
47,Activity E,9.287301413112312
47,,
47,Activity F,9.798127036878302
47,,
48,Activity A,0.0
48,,
48,Activity C,8.1886891244442
48,,
48,Activity E,9.287301413112312
48,,
48,Activity F,9.798127036878302
48,,
49,Activity A,0.0
49,,
49,Activity D,8.1886891244442
49,,
49,Activity E,9.287301413112312
49,,
49,Activity F,9.798127036878302
49,,
50,Activity A,0.0
50,,
50,Activity D,8.1886891244442
50,,
50,Activity E,9.287301413112312
50,,
50,Activity F,9.798127036878302
50,,
51,Activity A,0.0
51,,
51,Activity C,8.1886891244442
51,,
51,Activity E,9.287301413112312
51,,
51,Activity F,9.798127036878302
51,,
52,Activity A,0.0
52,,
52,Activity D,8.1886891244442
52,,
52,Activity E,9.287301413112312
52,,
52,Activity F,9.798127036878302
52,,
53,Activity A,0.0
53,,
53,Activity C,8.1886891244442
53,,
53,Activity E,9.287301413112312
53,,
53,Activity F,9.798127036878302
53,,
54,Activity A,0.0
54,,
54,Activity D,8.1886891244442
54,,
54,Activity E,9.287301413112312
54,,
54,Activity F,9.798127036878302
54,,
55,Activity A,0.0
55,,
55,Activity D,8.1886891244442
55,,
55,Activity E,9.287301413112312
55,,
55,Activity F,9.798127036878302
55,,
56,Activity A,0.0
56,,
56,Activity C,8.1886891244442
56,,
56,Activity E,9.287301413112312
56,,
56,Activity F,9.798127036878302
56,,
57,Activity A,0.0
57,,
57,Activity C,8.1886891244442
57,,
57,Activity E,9.287301413112312
57,,
57,Activity F,9.798127036878302
57,,
58,Activity A,0.0
58,,
58,Activity D,8.1886891244442
58,,
58,Activity E,9.287301413112312
58,,
58,Activity F,9.798127036878302
58,,
59,Activity A,0.0
59,,
59,Activity D,8.1886891244442
59,,
59,Activity E,9.287301413112312
59,,
59,Activity F,9.798127036878302
59,,
60,Activity A,0.0
60,,
60,Activity C,8.1886891244442
60,,
60,Activity E,9.287301413112312
60,,
60,Activity F,9.798127036878302
60,,
61,Activity A,0.0
61,,
61,Activity C,8.1886891244442
61,,
61,Activity E,9.287301413112312
61,,
61,Activity F,9.798127036878302
61,,
62,Activity A,0.0
62,,
62,Activity D,8.1886891244442
62,,
62,Activity E,9.287301413112312
62,,
62,Activity F,9.798127036878302
62,,
63,Activity A,0.0
63,,
63,Activity D,8.1886891244442
63,,
63,Activity E,9.287301413112312
63,,
63,Activity F,9.798127036878302
63,,
64,Activity A,0.0
64,,
64,Activity C,8.1886891244442
64,,
64,Activity E,9.287301413112312
64,,
64,Activity F,9.798127036878302
64,,
65,Activity A,0.0
65,,
65,Activity C,8.1886891244442
65,,
65,Activity E,9.287301413112312
65,,
65,Activity F,9.798127036878302
65,,
66,Activity A,0.0
66,,
66,Activity D,8.1886891244442
66,,
66,Activity E,9.287301413112312
66,,
66,Activity F,9.798127036878302
66,,
67,Activity A,0.0
67,,
67,Activity C,8.1886891244442
67,,
67,Activity E,9.287301413112312
67,,
67,Activity F,9.798127036878302
67,,
68,Activity A,0.0
68,,
68,Activity C,8.1886891244442
68,,
68,Activity E,9.287301413112312
68,,
68,Activity F,9.798127036878302
68,,
69,Activity A,0.0
69,,
69,Activity D,8.1886891244442
69,,
69,Activity E,9.287301413112312
69,,
69,Activity F,9.798127036878302
69,,
70,Activity A,0.0
70,,
70,Activity D,8.1886891244442
70,,
70,Activity E,9.287301413112312
70,,
70,Activity F,9.798127036878302
70,,
71,Activity A,0.0
71,,
71,Activity C,8.1886891244442
71,,
71,Activity E,9.287301413112312
71,,
71,Activity F,9.798127036878302
71,,
72,Activity A,0.0
72,,
72,Activity D,8.1886891244442
72,,
72,Activity E,9.287301413112312
72,,
72,Activity F,9.798127036878302
72,,
73,Activity A,0.0
73,,
73,Activity D,8.1886891244442
73,,
73,Activity E,9.287301413112312
73,,
73,Activity F,9.798127036878302
73,,
74,Activity A,0.0
74,,
74,Activity D,8.1886891244442
74,,
74,Activity E,9.287301413112312
74,,
74,Activity F,9.798127036878302
74,,
75,Activity A,0.0
75,,
75,Activity C,8.1886891244442
75,,
75,Activity E,9.287301413112312
75,,
75,Activity F,9.798127036878302
75,,
76,Activity A,0.0
76,,
76,Activity D,8.1886891244442
76,,
76,Activity E,9.287301413112312
76,,
76,Activity F,9.798127036878302
76,,
77,Activity A,0.0
77,,
77,Activity C,8.1886891244442
77,,
77,Activity E,9.287301413112312
77,,
77,Activity F,9.798127036878302
77,,
78,Activity A,0.0
78,,
78,Activity D,8.1886891244442
78,,
78,Activity E,9.287301413112312
78,,
78,Activity F,9.798127036878302
78,,
79,Activity A,0.0
79,,
79,Activity D,8.1886891244442
79,,
79,Activity E,9.287301413112312
79,,
79,Activity F,9.798127036878302
79,,
80,Activity A,0.0
80,,
80,Activity D,8.1886891244442
80,,
80,Activity E,9.287301413112312
80,,
80,Activity F,9.798127036878302
80,,
81,Activity A,0.0
81,,
81,Activity C,8.1886891244442
81,,
81,Activity E,9.287301413112312
81,,
81,Activity F,9.798127036878302
81,,
82,Activity A,0.0
82,,
82,Activity D,8.1886891244442
82,,
82,Activity E,9.287301413112312
82,,
82,Activity F,9.798127036878302
82,,
83,Activity A,0.0
83,,
83,Activity C,8.1886891244442
83,,
83,Activity E,9.287301413112312
83,,
83,Activity F,9.798127036878302
83,,
84,Activity A,0.0
84,,
84,Activity C,8.1886891244442
84,,
84,Activity E,9.287301413112312
84,,
84,Activity F,9.798127036878302
84,,
85,Activity A,0.0
85,,
85,Activity C,8.1886891244442
85,,
85,Activity E,9.287301413112312
85,,
85,Activity F,9.798127036878302
85,,
86,Activity A,0.0
86,,
86,Activity D,8.1886891244442
86,,
86,Activity E,9.287301413112312
86,,
86,Activity F,9.798127036878302
86,,
87,Activity A,0.0
87,,
87,Activity D,8.1886891244442
87,,
87,Activity E,9.287301413112312
87,,
87,Activity F,9.798127036878302
87,,
88,Activity A,0.0
88,,
88,Activity C,8.1886891244442
88,,
88,Activity E,9.287301413112312
88,,
88,Activity F,9.798127036878302
88,,
89,Activity A,0.0
89,,
89,Activity C,8.1886891244442
89,,
89,Activity E,9.287301413112312
89,,
89,Activity F,9.798127036878302
89,,
90,Activity A,0.0
90,,
90,Activity D,8.1886891244442
90,,
90,Activity E,9.287301413112312
90,,
90,Activity F,9.798127036878302
90,,
91,Activity A,0.0
91,,
91,Activity D,8.1886891244442
91,,
91,Activity E,9.287301413112312
91,,
91,Activity F,9.798127036878302
91,,
92,Activity A,0.0
92,,
92,Activity D,8.1886891244442
92,,
92,Activity E,9.287301413112312
92,,
92,Activity F,9.798127036878302
92,,
93,Activity A,0.0
93,,
93,Activity C,8.1886891244442
93,,
93,Activity E,9.287301413112312
93,,
93,Activity F,9.798127036878302
93,,
94,Activity A,0.0
94,,
94,Activity D,8.1886891244442
94,,
94,Activity E,9.287301413112312
94,,
94,Activity F,9.798127036878302
94,,
95,Activity A,0.0
95,,
95,Activity C,8.1886891244442
95,,
95,Activity E,9.287301413112312
95,,
95,Activity F,9.798127036878302
95,,
96,Activity A,0.0
96,,
96,Activity D,8.1886891244442
96,,
96,Activity E,9.287301413112312
96,,
96,Activity F,9.798127036878302
96,,
97,Activity A,0.0
97,,
97,Activity C,8.1886891244442
97,,
97,Activity E,9.287301413112312
97,,
97,Activity F,9.798127036878302
97,,
98,Activity A,0.0
98,,
98,Activity D,8.1886891244442
98,,
98,Activity E,9.287301413112312
98,,
98,Activity F,9.798127036878302
98,,
99,Activity A,0.0
99,,
99,Activity D,8.1886891244442
99,,
99,Activity E,9.287301413112312
99,,
99,Activity F,9.798127036878302
99,,
100,Activity A,0.0
100,,
100,Activity D,8.1886891244442
100,,
100,Activity E,9.287301413112312
100,,
100,Activity F,9.798127036878302
100,,
101,Activity A,0.0
101,,
101,Activity C,8.1886891244442
101,,
101,Activity E,9.287301413112312
101,,
101,Activity F,9.798127036878302
101,,
102,Activity A,0.0
102,,
102,Activity C,8.1886891244442
102,,
102,Activity E,9.287301413112312
102,,
102,Activity F,9.798127036878302
102,,
103,Activity A,0.0
103,,
103,Activity C,8.1886891244442
103,,
103,Activity E,9.287301413112312
103,,
103,Activity F,9.798127036878302
103,,
104,Activity A,0.0
104,,
104,Activity C,8.1886891244442
104,,
104,Activity E,9.287301413112312
104,,
104,Activity F,9.798127036878302
104,,
105,Activity A,0.0
105,,
105,Activity C,8.1886891244442
105,,
105,Activity E,9.287301413112312
105,,
105,Activity F,9.798127036878302
105,,
106,Activity A,0.0
106,,
106,Activity D,8.1886891244442
106,,
106,Activity E,9.287301413112312
106,,
106,Activity F,9.798127036878302
106,,
107,Activity A,0.0
107,,
107,Activity C,8.1886891244442
107,,
107,Activity E,9.287301413112312
107,,
107,Activity F,9.798127036878302
107,,
108,Activity A,0.0
108,,
108,Activity C,8.1886891244442
108,,
108,Activity E,9.287301413112312
108,,
108,Activity F,9.798127036878302
108,,
109,Activity A,0.0
109,,
109,Activity D,8.1886891244442
109,,
109,Activity E,9.287301413112312
109,,
109,Activity F,9.798127036878302
109,,
110,Activity A,0.0
110,,
110,Activity C,8.1886891244442
110,,
110,Activity E,9.287301413112312
110,,
110,Activity F,9.798127036878302
110,,
111,Activity A,0.0
111,,
111,Activity D,8.1886891244442
111,,
111,Activity E,9.287301413112312
111,,
111,Activity F,9.798127036878302
111,,
112,Activity A,0.0
112,,
112,Activity C,8.1886891244442
112,,
112,Activity E,9.287301413112312
112,,
112,Activity F,9.798127036878302
112,,
113,Activity A,0.0
113,,
113,Activity C,8.1886891244442
113,,
113,Activity E,9.287301413112312
113,,
113,Activity F,9.798127036878302
113,,
114,Activity A,0.0
114,,
114,Activity D,8.1886891244442
114,,
114,Activity E,9.287301413112312
114,,
114,Activity F,9.798127036878302
114,,
115,Activity A,0.0
115,,
115,Activity D,8.1886891244442
115,,
115,Activity E,9.287301413112312
115,,
115,Activity F,9.798127036878302
115,,
116,Activity A,0.0
116,,
116,Activity C,8.1886891244442
116,,
116,Activity E,9.287301413112312
116,,
116,Activity F,9.798127036878302
116,,
117,Activity A,0.0
117,,
117,Activity D,8.1886891244442
117,,
117,Activity E,9.287301413112312
117,,
117,Activity F,9.798127036878302
117,,
118,Activity A,0.0
118,,
118,Activity C,8.1886891244442
118,,
118,Activity E,9.287301413112312
118,,
118,Activity F,9.798127036878302
118,,
119,Activity A,0.0
119,,
119,Activity D,8.1886891244442
119,,
119,Activity E,9.287301413112312
119,,
119,Activity F,9.798127036878302
119,,
120,Activity A,0.0
120,,
120,Activity D,8.1886891244442
120,,
120,Activity E,9.287301413112312
120,,
120,Activity F,9.798127036878302
120,,
121,Activity A,0.0
121,,
121,Activity C,8.1886891244442
121,,
