CaseID,Activity,CompleteTimestamp,CumTimeInterval,NormalizedTime
1,Activity A,1970-01-01 09:00:00,0.0,0.0
1,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
1,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
1,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
1,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
1,,,,
1,,,,
1,,,,
1,,,,
1,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
1,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
1,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
1,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
1,,,,
2,,,,
2,,,,
2,Activity C,1970-01-01 11:00:00,7200.0,0.0
2,Activity D,1970-01-01 12:00:00,10800.0,0.16666589506530063
2,Activity E,1970-01-01 13:00:00,14400.0,0.33333179013060127
2,Activity M,1970-01-01 14:00:00,18000.0,0.49999768519590193
2,Activity K,1970-01-01 14:00:00,18000.0,0.49999768519590193
2,Activity G,1970-01-01 14:00:00,18000.0,0.49999768519590193
2,,,,
2,Activity L,1970-01-01 15:00:00,21600.0,0.6666635802612025
2,Activity J,1970-01-01 15:00:00,21600.0,0.6666635802612025
2,,,,
2,,,,
2,Activity F,1970-01-01 17:00:00,28800.0,0.9999953703918039
3,,,,
3,,,,
3,Activity C,1970-01-01 11:00:00,7200.0,0.0
3,Activity D,1970-01-01 12:00:00,10800.0,0.24999826390094512
3,,,,
3,,,,
3,Activity M,1970-01-01 14:00:00,18000.0,0.7499947917028353
3,Activity K,1970-01-01 14:00:00,18000.0,0.7499947917028353
3,Activity J,1970-01-01 15:00:00,21600.0,0.9999930556037805
3,,,,
3,,,,
3,,,,
3,,,,
3,,,,
4,,,,
4,Activity B,1970-01-01 10:00:00,3600.0,0.0
4,,,,
4,,,,
4,,,,
4,,,,
4,Activity K,1970-01-01 14:00:00,18000.0,0.5714263038638736
4,,,,
4,,,,
4,,,,
4,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
4,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
4,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
4,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
5,,,,
5,,,,
5,,,,
5,,,,
5,,,,
5,,,,
5,,,,
5,Activity G,1970-01-01 14:00:00,18000.0,0.0
5,,,,
5,Activity L,1970-01-01 15:00:00,21600.0,0.33333024694215796
5,,,,
5,,,,
5,,,,
5,Activity F,1970-01-01 17:00:00,28800.0,0.9999907408264738
6,,,,
6,,,,
6,,,,
6,Activity D,1970-01-01 12:00:00,10800.0,0.0
6,,,,
6,Activity M,1970-01-01 14:00:00,18000.0,0.3999977777901234
6,Activity K,1970-01-01 14:00:00,18000.0,0.3999977777901234
6,,,,
6,Activity N,1970-01-01 15:00:00,21600.0,0.5999966666851851
6,,,,
6,,,,
6,,,,
6,Activity H,1970-01-01 16:00:00,25200.0,0.7999955555802468
6,Activity F,1970-01-01 17:00:00,28800.0,0.9999944444753085
7,Activity A,1970-01-01 09:00:00,0.0,0.0
7,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
7,,,,
7,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
7,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
7,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
7,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
7,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
7,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
7,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
7,,,,
7,,,,
7,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
7,,,,
