CaseID,Activity,CompleteTimestamp,CumTimeInterval
1,Activity A,1970-01-01 09:00:00,0.0
1,Activity B,1970-01-01 10:00:00,3600.0
1,Activity C,1970-01-01 11:00:00,7200.0
1,Activity D,1970-01-01 12:00:00,10800.0
1,Activity E,1970-01-01 13:00:00,14400.0
1,,,
1,,,
1,,,
1,,,
1,Activity I,1970-01-01 15:00:00,21600.0
1,Activity J,1970-01-01 15:00:00,21600.0
1,Activity N,1970-01-01 15:00:00,21600.0
1,Activity H,1970-01-01 16:00:00,25200.0
1,,,
2,,,
2,,,
2,Activity C,1970-01-01 11:00:00,7200.0
2,Activity D,1970-01-01 12:00:00,10800.0
2,Activity E,1970-01-01 13:00:00,14400.0
2,Activity M,1970-01-01 14:00:00,18000.0
2,Activity K,1970-01-01 14:00:00,18000.0
2,Activity G,1970-01-01 14:00:00,18000.0
2,,,
2,Activity L,1970-01-01 15:00:00,21600.0
2,Activity J,1970-01-01 15:00:00,21600.0
2,,,
2,,,
2,Activity F,1970-01-01 17:00:00,28800.0
3,,,
3,,,
3,Activity C,1970-01-01 11:00:00,7200.0
3,Activity D,1970-01-01 12:00:00,10800.0
3,,,
3,,,
3,Activity M,1970-01-01 14:00:00,18000.0
3,Activity K,1970-01-01 14:00:00,18000.0
3,Activity J,1970-01-01 15:00:00,21600.0
3,,,
3,,,
3,,,
3,,,
3,,,
4,,,
4,Activity B,1970-01-01 10:00:00,3600.0
4,,,
4,,,
4,,,
4,,,
4,Activity K,1970-01-01 14:00:00,18000.0
4,,,
4,,,
4,,,
4,Activity L,1970-01-01 15:00:00,21600.0
4,Activity N,1970-01-01 15:00:00,21600.0
4,Activity H,1970-01-01 16:00:00,25200.0
4,Activity F,1970-01-01 17:00:00,28800.0
5,,,
5,,,
5,,,
5,,,
5,,,
5,,,
5,,,
5,Activity G,1970-01-01 14:00:00,18000.0
5,,,
5,Activity L,1970-01-01 15:00:00,21600.0
5,,,
5,,,
5,,,
5,Activity F,1970-01-01 17:00:00,28800.0
6,,,
6,,,
6,,,
6,Activity D,1970-01-01 12:00:00,10800.0
6,,,
6,Activity M,1970-01-01 14:00:00,18000.0
6,Activity K,1970-01-01 14:00:00,18000.0
6,,,
6,Activity N,1970-01-01 15:00:00,21600.0
6,,,
6,,,
6,,,
6,Activity H,1970-01-01 16:00:00,25200.0
6,Activity F,1970-01-01 17:00:00,28800.0
7,Activity A,1970-01-01 09:00:00,0.0
7,Activity B,1970-01-01 10:00:00,3600.0
7,,,
7,Activity D,1970-01-01 12:00:00,10800.0
7,Activity E,1970-01-01 13:00:00,14400.0
7,Activity G,1970-01-01 14:00:00,18000.0
7,Activity M,1970-01-01 14:00:00,18000.0
7,Activity K,1970-01-01 14:00:00,18000.0
7,Activity J,1970-01-01 15:00:00,21600.0
7,Activity I,1970-01-01 15:00:00,21600.0
7,,,
7,,,
7,Activity H,1970-01-01 16:00:00,25200.0
7,,,
8,Activity A,1970-01-01 09:00:00,0.0
8,,,
8,,,
8,Activity D,1970-01-01 12:00:00,10800.0
8,Activity E,1970-01-01 13:00:00,14400.0
8,Activity K,1970-01-01 14:00:00,18000.0
8,Activity M,1970-01-01 14:00:00,18000.0
8,Activity G,1970-01-01 14:00:00,18000.0
8,,,
8,,,
8,Activity I,1970-01-01 15:00:00,21600.0
8,Activity J,1970-01-01 15:00:00,21600.0
8,,,
8,Activity F,1970-01-01 17:00:00,28800.0
9,,,
9,Activity B,1970-01-01 10:00:00,3600.0
9,Activity C,1970-01-01 11:00:00,7200.0
9,Activity D,1970-01-01 12:00:00,10800.0
9,,,
9,Activity M,1970-01-01 14:00:00,18000.0
9,,,
