CaseID,Activity,time:timestamp
1,Activity A,0.0
1,Activity B,8.188966863648876
1,Activity C,8.881975184248867
1,Activity D,9.287394001418473
1,Activity E,9.575052927597383
1,Activity K,9.798182590890704
1,Activity G,9.798182590890704
1,Activity M,9.798182590890704
1,Activity L,9.980494888896912
1,Activity I,9.980494888896912
1,Activity J,9.980494888896912
1,Activity N,9.980494888896912
1,Activity H,10.134638955251866
1,Activity F,10.268165387743457
2,Activity A,0.0
2,Activity B,8.188966863648876
2,Activity C,8.881975184248867
2,Activity D,9.287394001418473
2,Activity E,9.575052927597383
2,Activity M,9.798182590890704
2,Activity K,9.798182590890704
2,Activity G,9.798182590890704
2,Activity N,9.980494888896912
2,Activity L,9.980494888896912
2,Activity J,9.980494888896912
2,Activity I,9.980494888896912
2,Activity H,10.134638955251866
2,Activity F,10.268165387743457
3,Activity A,0.0
3,Activity B,8.188966863648876
3,Activity C,8.881975184248867
3,Activity D,9.287394001418473
3,Activity E,9.575052927597383
3,Activity G,9.798182590890704
3,Activity M,9.798182590890704
3,Activity K,9.798182590890704
3,Activity J,9.980494888896912
3,Activity I,9.980494888896912
3,Activity N,9.980494888896912
3,Activity L,9.980494888896912
3,Activity H,10.134638955251866
3,Activity F,10.268165387743457
4,Activity A,0.0
4,Activity B,8.188966863648876
4,Activity C,8.881975184248867
4,Activity D,9.287394001418473
4,Activity E,9.575052927597383
4,Activity G,9.798182590890704
4,Activity K,9.798182590890704
4,Activity M,9.798182590890704
4,Activity I,9.980494888896912
4,Activity J,9.980494888896912
4,Activity L,9.980494888896912
4,Activity N,9.980494888896912
4,Activity H,10.134638955251866
4,Activity F,10.268165387743457
5,Activity A,0.0
5,Activity B,8.188966863648876
5,Activity C,8.881975184248867
5,Activity D,9.287394001418473
5,Activity E,9.575052927597383
5,Activity M,9.798182590890704
5,Activity K,9.798182590890704
5,Activity G,9.798182590890704
5,Activity N,9.980494888896912
5,Activity L,9.980494888896912
5,Activity I,9.980494888896912
5,Activity J,9.980494888896912
5,Activity H,10.134638955251866
5,Activity F,10.268165387743457
6,Activity A,0.0
6,Activity B,8.188966863648876
6,Activity C,8.881975184248867
6,Activity D,9.287394001418473
6,Activity E,9.575052927597383
6,Activity M,9.798182590890704
6,Activity K,9.798182590890704
6,Activity G,9.798182590890704
6,Activity N,9.980494888896912
6,Activity L,9.980494888896912
6,Activity J,9.980494888896912
6,Activity I,9.980494888896912
6,Activity H,10.134638955251866
6,Activity F,10.268165387743457
7,Activity A,0.0
7,Activity B,8.188966863648876
7,Activity C,8.881975184248867
7,Activity D,9.287394001418473
7,Activity E,9.575052927597383
7,Activity G,9.798182590890704
7,Activity M,9.798182590890704
7,Activity K,9.798182590890704
7,Activity J,9.980494888896912
7,Activity I,9.980494888896912
7,Activity N,9.980494888896912
7,Activity L,9.980494888896912
7,Activity H,10.134638955251866
7,Activity F,10.268165387743457
8,Activity A,0.0
8,Activity B,8.188966863648876
8,Activity C,8.881975184248867
8,Activity D,9.287394001418473
8,Activity E,9.575052927597383
8,Activity K,9.798182590890704
8,Activity M,9.798182590890704
8,Activity G,9.798182590890704
8,Activity L,9.980494888896912
8,Activity N,9.980494888896912
8,Activity I,9.980494888896912
8,Activity J,9.980494888896912
8,Activity H,10.134638955251866
8,Activity F,10.268165387743457
9,Activity A,0.0
9,Activity B,8.188966863648876
9,Activity C,8.881975184248867
9,Activity D,9.287394001418473
9,Activity E,9.575052927597383
9,Activity M,9.798182590890704
9,Activity K,9.798182590890704
9,Activity G,9.798182590890704
9,Activity N,9.980494888896912
9,Activity L,9.980494888896912
9,Activity J,9.980494888896912
9,Activity I,9.980494888896912
9,Activity H,10.134638955251866
9,Activity F,10.268165387743457
10,Activity A,0.0
10,Activity B,8.188966863648876
10,Activity C,8.881975184248867
10,Activity D,9.287394001418473
10,Activity E,9.575052927597383
10,Activity K,9.798182590890704
10,Activity G,9.798182590890704
10,Activity M,9.798182590890704
10,Activity L,9.980494888896912
10,Activity I,9.980494888896912
10,Activity J,9.980494888896912
10,Activity N,9.980494888896912
10,Activity H,10.134638955251866
10,Activity F,10.268165387743457
11,Activity A,0.0
11,Activity B,8.188966863648876
11,Activity C,8.881975184248867
11,Activity D,9.287394001418473
11,Activity E,9.575052927597383
11,Activity K,9.798182590890704
11,Activity M,9.798182590890704
11,Activity G,9.798182590890704
11,Activity L,9.980494888896912
11,Activity N,9.980494888896912
11,Activity I,9.980494888896912
11,Activity J,9.980494888896912
11,Activity H,10.134638955251866
11,Activity F,10.268165387743457
12,Activity A,0.0
12,Activity B,8.188966863648876
12,Activity C,8.881975184248867
12,Activity D,9.287394001418473
12,Activity E,9.575052927597383
12,Activity K,9.798182590890704
12,Activity M,9.798182590890704
12,Activity G,9.798182590890704
12,Activity L,9.980494888896912
12,Activity N,9.980494888896912
12,Activity J,9.980494888896912
12,Activity I,9.980494888896912
12,Activity H,10.134638955251866
12,Activity F,10.268165387743457
13,Activity A,0.0
13,Activity B,8.188966863648876
13,Activity C,8.881975184248867
13,Activity D,9.287394001418473
13,Activity E,9.575052927597383
13,Activity G,9.798182590890704
13,Activity K,9.798182590890704
13,Activity M,9.798182590890704
13,Activity J,9.980494888896912
13,Activity I,9.980494888896912
13,Activity L,9.980494888896912
13,Activity N,9.980494888896912
13,Activity H,10.134638955251866
13,Activity F,10.268165387743457
14,Activity A,0.0
14,Activity B,8.188966863648876
14,Activity C,8.881975184248867
14,Activity D,9.287394001418473
14,Activity E,9.575052927597383
14,Activity G,9.798182590890704
14,Activity K,9.798182590890704
14,Activity M,9.798182590890704
14,Activity J,9.980494888896912
14,Activity I,9.980494888896912
14,Activity L,9.980494888896912
14,Activity N,9.980494888896912
14,Activity H,10.134638955251866
14,Activity F,10.268165387743457
15,Activity A,0.0
15,Activity B,8.188966863648876
15,Activity C,8.881975184248867
15,Activity D,9.287394001418473
15,Activity E,9.575052927597383
15,Activity K,9.798182590890704
15,Activity G,9.798182590890704
15,Activity M,9.798182590890704
15,Activity L,9.980494888896912
15,Activity I,9.980494888896912
15,Activity J,9.980494888896912
15,Activity N,9.980494888896912
15,Activity H,10.134638955251866
15,Activity F,10.268165387743457
16,Activity A,0.0
16,Activity B,8.188966863648876
16,Activity C,8.881975184248867
16,Activity D,9.287394001418473
16,Activity E,9.575052927597383
16,Activity M,9.798182590890704
16,Activity G,9.798182590890704
16,Activity K,9.798182590890704
16,Activity N,9.980494888896912
16,Activity I,9.980494888896912
16,Activity J,9.980494888896912
16,Activity L,9.980494888896912
16,Activity H,10.134638955251866
16,Activity F,10.268165387743457
17,Activity A,0.0
17,Activity B,8.188966863648876
17,Activity C,8.881975184248867
17,Activity D,9.287394001418473
17,Activity E,9.575052927597383
17,Activity G,9.798182590890704
17,Activity K,9.798182590890704
17,Activity M,9.798182590890704
17,Activity J,9.980494888896912
17,Activity I,9.980494888896912
17,Activity L,9.980494888896912
17,Activity N,9.980494888896912
17,Activity H,10.134638955251866
17,Activity F,10.268165387743457
18,Activity A,0.0
18,Activity B,8.188966863648876
18,Activity C,8.881975184248867
18,Activity D,9.287394001418473
18,Activity E,9.575052927597383
18,Activity G,9.798182590890704
18,Activity M,9.798182590890704
18,Activity K,9.798182590890704
18,Activity J,9.980494888896912
18,Activity I,9.980494888896912
18,Activity N,9.980494888896912
18,Activity L,9.980494888896912
18,Activity H,10.134638955251866
18,Activity F,10.268165387743457
19,Activity A,0.0
19,Activity B,8.188966863648876
19,Activity C,8.881975184248867
19,Activity D,9.287394001418473
19,Activity E,9.575052927597383
19,Activity M,9.798182590890704
19,Activity K,9.798182590890704
19,Activity G,9.798182590890704
19,Activity N,9.980494888896912
19,Activity L,9.980494888896912
19,Activity J,9.980494888896912
19,Activity I,9.980494888896912
19,Activity H,10.134638955251866
19,Activity F,10.268165387743457
20,Activity A,0.0
20,Activity B,8.188966863648876
20,Activity C,8.881975184248867
20,Activity D,9.287394001418473
20,Activity E,9.575052927597383
